name,brand,category,basePrice,mrp,stockQty,description,imageUrlList
Karatcraft Lynne Yellow Gold Diamond 18 K Ring,Karatcraft,Rings,23286.00,33357.00,38,Karatcraft Lynne Yellow Gold Diamond 18 K Ring - Buy Karatcraft Lynne Yellow Gold Diamond 18 K Ring only for Rs. 23286 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img5a.flixcart.com/image/ring/p/u/z/rda0117-20-vvs-20-karatcraft-ring-original-imae7gse8w9yjvyp.jpeg|http://img6a.flixcart.com/image/ring/p/u/z/rda0117-20-vvs-20-karatcraft-ring-original-imae7k4vegpz4y6w.jpeg|http://img6a.flixcart.com/image/ring/y/w/g/rda0117-6-vvs-6-karatcraft-ring-original-imae7gsevz94uzh7.jpeg
Theskinmantra 15059HTCX9-SKN HTC One X9 Mobile Skin,Theskinmantra,Mobile Accessories,349.00,899.00,16,"Key Features of Theskinmantra 15059HTCX9-SKN HTC One X9 Mobile Skin Precision Engineering Unique Style Statement Uniquely Crafted,Theskinmantra 15059HTCX9-SKN HTC One X9 Mobile Skin (Multicolor) Price: Rs. 349 Fashion Statement for your Gadgets, Stuck with the same old boring phone everyone else has, let your gadget be attention grabber with Theskinmantra authentic textured skins for your gadgets.,Specifications of Theskinmantra 15059HTCX9-SKN HTC One X9 Mobile Skin (Multicolor) General Brand Theskinmantra Designed For HTC One X9 Type Reusable Scratch Resistant Yes Model Name 15059HTCX9-SKN Material Vinyl Finish Matte Finish Waterproof Yes Ideal For Men,Women,Boy,Girl Color Multicolor Design Picnic time Dimensions Weight 20 g Warranty Warranty Summary 10 day replacement warranty In the Box Number of Contents in Sales Package Pack of 1 Sales Package Mobile Skin Additional Features Removable Yes",http://img5a.flixcart.com/image/mobile-skin/r/3/e/theskinmantra-15059htcx9-skn-1100x1100-imaegtguzc6wubf2.jpeg|http://img6a.flixcart.com/image/mobile-skin/r/3/e/theskinmantra-15059htcx9-skn-original-imaegtguzc6wubf2.jpeg
Fs Mini Klub Baby Boy's Woven Casual Shirt,Fs Mini Klub,Infant Wear,749.00,749.00,79,"Key Features of Fs Mini Klub Baby Boy's Woven Casual Shirt Fit: Regular Fabric: 100% Cotton Suitable For: Western Wear Sleeve: Half Sleeve,Specifications of Fs Mini Klub Baby Boy's Woven Casual Shirt General Details Pattern Woven Ideal For Baby Boy's Occasion Casual Shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Fabric 100% Cotton Fit Regular Fabric Care Wash with Similar color Additional Details Style Code 88EBTSH0565 W",http://img6a.flixcart.com/image/shirt/x/5/b/88ebtsh0565-w-fs-mini-klub-9-12-months-original-imaegxkuuwcxbzch.jpeg|http://img5a.flixcart.com/image/shirt/x/5/b/88ebtsh0565-w-fs-mini-klub-9-12-months-original-imaegxkuuwcxbzch.jpeg|http://img5a.flixcart.com/image/shirt/x/5/b/88ebtsh0565-w-fs-mini-klub-9-12-months-original-imaegxkvzzfjmxq7.jpeg|http://img5a.flixcart.com/image/shirt/x/5/b/88ebtsh0565-w-fs-mini-klub-9-12-months-original-imaegxkuhfvrz2rh.jpeg
Madaam NonPadded Women's Tube Bra,Dark Pink,Women's Clothing,127.00,367.00,45,Madaam NonPadded Women's Tube Bra - Buy Dark Pink Madaam NonPadded Women's Tube Bra For Only Rs. 367 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img5a.flixcart.com/image/bra/8/p/g/dntube05-madaam-free-original-imae7yfzjchnxjha.jpeg|http://img6a.flixcart.com/image/bra/8/p/g/dntube05-madaam-free-original-imae7yfzjchnxjha.jpeg|http://img5a.flixcart.com/image/bra/8/p/g/dntube05-madaam-free-original-imae7yfzahazxsvg.jpeg|http://img5a.flixcart.com/image/bra/8/p/g/dntube05-madaam-free-original-imae7yfzjv8fgbku.jpeg
Red Chief Casuals,Red Chief,Men's Footwear,3055.00,3145.00,57,"Key Features of Red Chief Casuals Extra Comfort Leather Insole Attractive Look,Red Chief Casuals Price: Rs. 3,055 Make your work wear look different with this pair of semi-formal shoes from Red Chief. Slip into this pair to give an instant style boost to your outfit. The style and design lightens the serious look, while the leather adds class.,Specifications of Red Chief Casuals General Occasion Casual Ideal For Men Shoe Details Lining Leather Lining Sole Material PU Number of Contents in Sales Package Pack of 1 Heel Height 0.5 inch Inner Material Leather Outer Material Genuine Leather Color COGNIC",http://img6a.flixcart.com/image/shoe/e/s/y/cognic-6989-red-chief-11-700x700-imaefth3vba9kvrh.jpeg|http://img5a.flixcart.com/image/shoe/e/s/y/cognic-6989-red-chief-11-original-imaefth3vba9kvrh.jpeg|http://img6a.flixcart.com/image/shoe/e/s/y/cognic-6989-red-chief-11-original-imaefth2gebqhpfr.jpeg|http://img5a.flixcart.com/image/shoe/e/s/y/cognic-6989-red-chief-9-original-imaefth2qunrexjz.jpeg|http://img6a.flixcart.com/image/shoe/e/s/y/cognic-6989-red-chief-11-original-imaefth2hjxhtpss.jpeg|http://img5a.flixcart.com/image/shoe/e/s/y/cognic-6989-red-chief-11-original-imaefth2z6kux35u.jpeg
Karatcraft Artifex Yellow Gold Diamond 18 K Ring,Karatcraft,Rings,15302.00,21056.00,49,Karatcraft Artifex Yellow Gold Diamond 18 K Ring - Buy Karatcraft Artifex Yellow Gold Diamond 18 K Ring only for Rs. 15302 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img5a.flixcart.com/image/ring/3/d/u/rda0097-6-vvs-6-karatcraft-ring-original-imae7gsekvghaqnf.jpeg|http://img6a.flixcart.com/image/ring/3/d/u/rda0097-6-vvs-6-karatcraft-ring-original-imae7gsekvghaqnf.jpeg|http://img6a.flixcart.com/image/ring/3/d/u/rda0097-6-vvs-6-karatcraft-ring-original-imae7k4uks5bueu5.jpeg|http://img5a.flixcart.com/image/ring/h/g/e/rda0097-14-vvs-14-karatcraft-ring-original-imae7gse5zybrwhm.jpeg
FS Mini Klub Printed Girl's Denim Shorts,FS Mini Klub,Kids' Clothing,1149.00,1149.00,25,Specifications of FS Mini Klub Printed Girl's Denim Shorts Shorts Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Denim Shorts General Details Pattern Printed Occasion Casual Ideal For Girl's In the Box 1 Denim Shorts Additional Details Style Code 88KGBSB0410 LT WASH,http://img5a.flixcart.com/image/short/e/f/t/88kgbsb0410-lt-wash-fs-mini-klub-4-5-years-original-imaegjgktv75w6yy.jpeg|http://img6a.flixcart.com/image/short/e/f/t/88kgbsb0410-lt-wash-fs-mini-klub-4-5-years-original-imaegjgktv75w6yy.jpeg|http://img6a.flixcart.com/image/short/e/f/t/88kgbsb0410-lt-wash-fs-mini-klub-4-5-years-original-imaegjgkkdhtzyxu.jpeg
Histeria Hand-held Bag,Histeria,Bags,799.00,999.00,75,"Key Features of Histeria Hand-held Bag Ideal For: Women Material: Synthetic Fabric Closure: Zip,Histeria Hand-held Bag (Black) Price: Rs. 799 Histeria Fashionable Hand-Bag For Women,Specifications of Histeria Hand-held Bag (Black) General Closure Zip Type Hand-held Bag Material Synthetic Fabric Style Code HB-Bow-Black Occasion Evening/Party Bag Size Medium Ideal For Women Color Code Black Dimensions Weight 300 g Body Features Number of Pockets 2 Number of Compartments 3 In the Box 1 Hand-Bag",http://img6a.flixcart.com/image/hand-messenger-bag/p/t/w/hb-bow-black-histeria-hand-held-bag-hb-bow-black-original-imaegcqpujyb6eth.jpeg|http://img5a.flixcart.com/image/hand-messenger-bag/p/t/w/hb-bow-black-histeria-hand-held-bag-hb-bow-black-original-imaegcqpsmdeyyuy.jpeg|http://img5a.flixcart.com/image/hand-messenger-bag/p/t/w/hb-bow-black-histeria-hand-held-bag-hb-bow-black-original-imaegcqpqnhyhyx3.jpeg|http://img6a.flixcart.com/image/hand-messenger-bag/p/t/w/hb-bow-black-histeria-hand-held-bag-hb-bow-black-original-imaegcqpphxdrpdc.jpeg|http://img5a.flixcart.com/image/hand-messenger-bag/p/t/w/hb-bow-black-histeria-hand-held-bag-hb-bow-black-original-imaegcqpnyhhfm3q.jpeg
iwill Home Liquid Air Freshener,iwill,Candles & Fragrances,339.00,800.00,19,"Specifications of iwill Home Liquid Air Freshener (40 ml) General Brand iwill Quantity 40 ml Fragrance Mines Flirt, Happi Hour, Mild Sense, Jasmine Crush Model ID 42x17x9x16x11 Color Multi Dimensions Diameter 15 cm Weight 250 g Height 5 cm Width 10 cm Depth 10 cm In the Box Number of Contents in Sales Package Pack of 4 Sales Package 4 Fragrance Oil",http://img6a.flixcart.com/image/air-freshener/b/c/j/42x17x9x16x11-liquid-iwill-40-premium-fragrance-oil-for-diffuser-original-imaegzzbg2qhz5eg.jpeg|http://img5a.flixcart.com/image/air-freshener/b/c/j/42x17x9x16x11-liquid-iwill-40-premium-fragrance-oil-for-diffuser-original-imaegzzbg2qhz5eg.jpeg
Moladz Ostrano Monk Strap Shoes,SwiftBrand,Men's Footwear,1999.00,3999.00,80,"Moladz Ostrano Monk Strap Shoes                          Price: Rs. 1,999 				 			MOLADZ Footwear for men who want to look elegante and perfect for every occasion. Moladz is a brand that makes stylish footwear while keeping new trends and comfort level in mind. We are the brand never compromises on the level of quality, class and comfort. Our mission is to create quality products with a contemporary flavor. Sturdy designs and impressive colors are promised by Moladz in each of their footwear collection. These stylish shoes are the perfect inspiration for a fashionable look. The comfortable sole makes sure that your feet stay comfortable throughout the day and you enjoy optimal grip....Moladz Showcases the most Stylish and Comfortable shoes. Handcrafted by seasoned craftsmen and designed by the Best Italian Designers . Moladz is an aesthetic fusion of natural elegance and luxury to bring out the best in Foot Fashion. MOLADZ Footwear for men who want to look elegante and perfect for every occasion. Moladz is a brand that makes stylish footwear while keeping new trends and comfort level in mind. We are the brand never compromises on the level of quality, class and comfort. Our mission is to create quality products with a contemporary flavor. Sturdy designs and impressive colors are promised by Moladz in each of their footwear collection. These stylish shoes are the perfect inspiration for a fashionable look. The comfortable sole makes sure that your feet stay comfortable throughout the day and you enjoy optimal grip....Moladz Showcases the most Stylish and Comfortable shoes. Handcrafted by seasoned craftsmen and designed by the Best Italian Designers . Moladz is an aesthetic fusion of natural elegance and luxury to bring out the best in Foot Fashion.",http://img6a.flixcart.com/image/shoe/n/g/f/black-mftfs1206-moladz-10-original-imaeczhyvwwkvuw8.jpeg|http://img5a.flixcart.com/image/shoe/n/g/f/black-mftfs1206-moladz-10-original-imaeczhyvwwkvuw8.jpeg|http://img5a.flixcart.com/image/shoe/n/g/f/black-mftfs1206-moladz-10-original-imaeczgzcpyxkggt.jpeg|http://img5a.flixcart.com/image/shoe/n/g/f/black-mftfs1206-moladz-8-original-imaeczgzzhkb8dbt.jpeg|http://img5a.flixcart.com/image/shoe/n/g/f/black-mftfs1206-moladz-8-original-imaeczgzhkyjfcwk.jpeg|http://img6a.flixcart.com/image/shoe/n/g/f/black-mftfs1206-moladz-7-original-imaeczgzcc7hvchg.jpeg
Jewels Galaxy Alloy Bangle Set,Jewels Galaxy,"Bangles, Bracelets & Armlets",1499.00,3999.00,72,Jewels Galaxy Alloy Bangle Set - Buy Jewels Galaxy Alloy Bangle Set only for Rs. 1499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img5a.flixcart.com/image/bangle-bracelet-armlet/b/x/g/bnks-0387-2-8-jewels-galaxy-2-1100x1100-imae8bznzrrzz9yh.jpeg|http://img6a.flixcart.com/image/bangle-bracelet-armlet/b/x/g/bnks-0387-2-8-jewels-galaxy-2-original-imae8bznzrrzz9yh.jpeg|http://img6a.flixcart.com/image/bangle-bracelet-armlet/b/x/g/bnks-0387-2-8-jewels-galaxy-2-original-imae8bzn5ezkgpcq.jpeg|http://img5a.flixcart.com/image/bangle-bracelet-armlet/k/n/p/bnks-387-2-6-jewels-galaxy-2-original-imae8bznghemd6wv.jpeg
Fashiondeal Cotton Solid Blouse Material,SwiftBrand,Women's Clothing,299.00,666.00,29,Buy Fashiondeal Cotton Solid Blouse Material for Rs.299 online. Fashiondeal Cotton Solid Blouse Material at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img6a.flixcart.com/image/fabric/u/q/h/bl-029-indian-house-original-imae92gxfxbzuhqh.jpeg|http://img5a.flixcart.com/image/fabric/u/q/h/bl-029-indian-house-original-imae92gxm6ghpzw9.jpeg
"Gizmoz Customs Back Cover for Apple iPad 2, 3, 4",Gizmoz Customs,Tablet Accessories,550.00,2500.00,58,"Buy Gizmoz Customs Back Cover for Apple iPad 2, 3, 4 only for Rs. 550 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",http://img6a.flixcart.com/image/cases-covers/back-cover/v/b/y/gizmoz-customs-ipad-261-1100x1100-imae9dsfx7zgdbsd.jpeg|http://img6a.flixcart.com/image/cases-covers/back-cover/v/b/y/gizmoz-customs-ipad-261-original-imae9dsfx7zgdbsd.jpeg
Tarkan Unique Style-2016 Umbrella,Tarkan,School Supplies,349.00,1999.00,54,"Key Features of  Tarkan Unique Style-2016 Umbrella Stylish Design Durable Material Long Lasting Easy to Use,Specifications of  Tarkan Unique Style-2016 Umbrella (Multicolor) General Foldable Yes Series Lovable Opening Mechanism Automatic Ideal For Men, Women, Boys, Girls Occasion Picnic, Beach, Rainy Weather Windproof Yes Size 48 inch Dimensions Height 35 inch In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Umbrella Body Features Handle Material Plastic Canopy Material Polyester Shaft Material Metal",http://img5a.flixcart.com/image/umbrella/6/2/x/tarkan-unique-style-2016-48-original-imaehf9xbqhywcnk.jpeg|http://img5a.flixcart.com/image/umbrella/6/2/x/tarkan-unique-style-2016-48-original-imaehf9vnd33zhg3.jpeg|http://img6a.flixcart.com/image/umbrella/6/2/x/tarkan-unique-style-2016-48-original-imaehf9vzch5kkzn.jpeg
Wolfie Fashion Women's Full Coverage Bra,Maroon,Women's Clothing,320.00,999.00,44,Wolfie Fashion Women's Full Coverage Bra - Buy Maroon Wolfie Fashion Women's Full Coverage Bra For Only Rs. 999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img6a.flixcart.com/image/bra/t/e/q/wolfie34b21-wolfie-34b-1000x1000-imaebbq62zvyfdbs.jpeg|http://img5a.flixcart.com/image/bra/t/e/q/wolfie34b21-wolfie-34b-original-imaebbq62zvyfdbs.jpeg|http://img6a.flixcart.com/image/bra/t/e/q/wolfie34b21-wolfie-34b-original-imaebbq6gruhzscw.jpeg|http://img6a.flixcart.com/image/bra/t/e/q/wolfie34b21-wolfie-34b-original-imaebbq6vseeuyy5.jpeg|http://img6a.flixcart.com/image/bra/t/e/q/wolfie34b21-wolfie-34b-original-imaebbq6ek3gz8ds.jpeg
Galz4ever Elegent Designer Alloy Necklace,Galz4ever,Necklaces & Chains,249.00,499.00,47,Galz4ever Elegent Designer Alloy Necklace - Buy Galz4ever Elegent Designer Alloy Necklace only for Rs. 249 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img5a.flixcart.com/image/necklace-chain/f/a/g/51-galz4ever-necklace-original-imae5pbvrehgtygf.jpeg|http://img6a.flixcart.com/image/necklace-chain/f/a/g/51-galz4ever-necklace-original-imae5pbvrehgtygf.jpeg|http://img5a.flixcart.com/image/necklace-chain/f/a/g/51-galz4ever-necklace-original-imae5pbvvy3bxrgj.jpeg
Madaam NonPadded Women's Tube Bra,Multicolor,Women's Clothing,340.00,779.00,37,"Madaam NonPadded Women's Tube Bra                          Price: Rs. 340 				 			Tube Bra Free Size fits bust Inch 28 - 38.  For utmost comfort and softness, wear this tube bra from the house of Madaam. This exclusively designed bra understands your body and improves your contours. Designer and non padded, this one will even help you in boosting your confidence. Made with high quality fabric, it is extremely comfortable. Tube Bra Free Size fits bust Inch 28 - 38.  For utmost comfort and softness, wear this tube bra from the house of Madaam. This exclusively designed bra understands your body and improves your contours. Designer and non padded, this one will even help you in boosting your confidence. Made with high quality fabric, it is extremely comfortable.",http://img5a.flixcart.com/image/bra/f/6/h/dntubecombo08-madaam-free-original-imae7yfzgfhgrhc9.jpeg|http://img5a.flixcart.com/image/bra/f/6/h/dntubecombo08-madaam-free-original-imae7yfz2nsvjwu9.jpeg|http://img6a.flixcart.com/image/bra/f/6/h/dntubecombo08-madaam-free-original-imae7yfzqtzhhzhg.jpeg
Meira Women's Shift Dress,SwiftBrand,Women's Clothing,799.00,1599.00,23,Meira Women's Shift Dress - Buy Black Meira Women's Shift Dress For Only Rs. 1599 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img6a.flixcart.com/image/dress/u/c/8/1-1-mewt-1223-black-meira-xl-original-imaebbnkjykbbyfe.jpeg|http://img5a.flixcart.com/image/dress/u/c/8/1-1-mewt-1223-black-meira-xl-original-imaebbnkzhbqjgzc.jpeg|http://img6a.flixcart.com/image/dress/u/c/8/1-1-mewt-1223-black-meira-xl-original-imaebbnk5s98tff7.jpeg|http://img5a.flixcart.com/image/dress/u/c/8/1-1-mewt-1223-black-meira-xl-original-imaebbnkfrkdudzy.jpeg
S4S Comfortable Women's Full Coverage Bra,Blue,Women's Clothing,176.00,749.00,22,S4S Comfortable Women's Full Coverage Bra - Buy Blue S4S Comfortable Women's Full Coverage Bra For Only Rs. 749 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img5a.flixcart.com/image/bra/z/f/t/priti-blue-2-s4s-34b-original-imaebahuygmf2g3q.jpeg|http://img6a.flixcart.com/image/bra/z/f/t/priti-blue-2-s4s-34b-original-imaebahuygmf2g3q.jpeg|http://img6a.flixcart.com/image/bra/5/q/j/priti-bluesky-blue-2-s4s-30b-original-imaebfrmjjyyfuvg.jpeg|http://img5a.flixcart.com/image/bra/z/6/h/priti-bluepurple-2-s4s-32b-original-imaebfrm4h6f2gef.jpeg|http://img5a.flixcart.com/image/bra/5/q/j/priti-bluesky-blue-2-s4s-30b-original-imaebfrmehefmyf3.jpeg
Generix OTG for Samsung Galaxy Tab 3 OTG Cable,Generix,Mobile Accessories,199.00,499.00,60,"Key Features of Generix OTG for Samsung Galaxy Tab 3 OTG Cable Android 4.0 and upper verson supports NOTE- OTG Supports Was totally depends on your Phone Support , it is not our Guarntee that All Smart Phones support OTG function  so please check ur device Comatiblity before Buying Generix OTG Cable  Happy Buying Generix,Generix OTG for Samsung Galaxy Tab 3 OTG Cable (White) Price: Rs. 199 NOTE : OTG Supports Was totally depends on your Phone Support , it is not our Guarntee that All Smart Phones support OTG function so please check ur device Comatiblity before Buying Generix OTG Cable Happy Buying Generix,Related video of Generix OTG for Samsung Galaxy Tab 3 OTG Cable,Specifications of Generix OTG for Samsung Galaxy Tab 3 OTG Cable (White) In The Box Number of Contents in Sales Package 1 Sales Package Micro Usb Supported Mobile OTG cable General Brand Generix Suitable For Smartphones, tablet Cable Length 0.128 m Model OTG for Samsung Galaxy Tab 3 Cable Type High Speed Cable 1000 Mbps Speed Compatible Devices Mobile, Tablet Type OTG Cable Cable Round Part Number Otg_White90 Connector 2 Micro USB Connector 1 USB 2.0 Color White Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 1 Month Generix India Warranry Warranty Service Type Replacement Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane",http://img5a.flixcart.com/image/data-cable/otg-cable/d/z/8/generix-otg-for-htc-desire-728-1100x1100-imaeafsfvsga8nzb.jpeg|http://img6a.flixcart.com/image/data-cable/otg-cable/d/z/8/generix-otg-for-htc-desire-728-original-imaeafsfvsga8nzb.jpeg|http://img6a.flixcart.com/image/data-cable/otg-cable/x/a/4/generix-combo-of-5-micro-usb-on-the-go-for-mobile-phones-tablets-original-imaefgtu9pzegmrh.jpeg|http://img6a.flixcart.com/image/data-cable/otg-cable/z/z/3/generix-combo-of-2-micro-usb-on-the-go-for-mobile-phones-tablets-original-imaefgtvnnxvefea.jpeg|http://img6a.flixcart.com/image/data-cable/otg-cable/6/n/w/generix-otg-for-lenovo-a7000-turbo-original-imaegkegtztb4ub9.jpeg
